resident_id_m,approx_social_grade,country_of_birth_3a,economic_activity_status_10m,ethnic_group_tb_6a,health_in_general,hh_families_type_6a,hours_per_week_worked,in_full_time_education,industry_10a,iol22cd,legal_partnership_status_6a,occupation_10a,region,religion_tb,residence_type,resident_age_7d,sex,usual_short_student
PTS000000588097,4,1,1,4,1,4,4,2,4,-8,1,5,E12000003,2,1,4,2,1
PTS000000000320,-8,1,5,4,2,1,-8,2,7,-8,1,2,E12000005,2,1,7,2,1
PTS000000397448,-8,2,5,4,2,1,-8,2,7,-8,1,3,E12000002,2,1,7,2,1
PTS000000082442,-8,1,5,4,3,2,-8,2,8,-8,2,8,E12000006,2,1,7,1,1
PTS000000016066,4,1,8,4,2,1,-8,2,9,-8,1,9,E12000002,1,1,2,2,1
PTS000000294257,-8,2,5,1,4,2,-8,2,5,-8,2,1,E12000003,6,1,7,2,1
PTS000000356470,3,1,2,4,1,1,3,2,4,E13000002,1,5,E12000007,1,1,4,2,1
PTS000000259832,4,1,-8,4,1,3,-8,1,-8,-8,-8,-8,E12000003,2,1,1,1,1
PTS000000007691,3,1,1,4,1,2,3,2,5,-8,2,5,E12000003,1,1,4,2,1
PTS000000348026,4,2,1,4,1,1,2,2,7,-8,5,9,E12000006,2,1,5,1,1
PTS000000364161,2,1,1,4,3,2,1,2,5,-8,1,7,E12000003,2,1,2,1,1
PTS000000319995,2,2,1,4,1,1,4,2,8,-8,1,8,E12000006,8,1,2,2,1
PTS000000197349,2,1,-8,4,1,3,-8,1,-8,-8,-8,-8,E12000008,1,1,1,1,1
PTS000000008451,3,1,7,4,2,2,-8,2,-8,-8,2,-8,E12000003,2,1,5,1,1
PTS000000577822,-8,1,4,4,2,-8,1,1,8,-8,1,9,E12000001,1,2,2,1,1
PTS000000011850,-8,2,1,4,1,-8,3,2,2,-8,1,1,E12000002,2,2,4,1,1
PTS000000433627,2,1,1,4,1,2,4,2,5,-8,2,4,E12000004,2,1,3,2,1
PTS000000023050,3,1,-8,4,2,3,-8,1,-8,-8,-8,-8,E12000009,1,1,1,2,1
PTS000000023084,1,1,-8,3,1,4,-8,-8,-8,-8,-8,-8,E12000009,2,1,1,1,1
PTS000000022214,3,1,9,4,2,3,-8,2,-8,-8,1,-8,E12000009,1,1,2,1,1
PTS000000024293,2,1,8,4,4,2,-8,2,5,-8,2,1,E12000009,7,1,5,1,1
PTS000000021070,-8,1,5,4,3,1,-8,2,2,-8,1,9,E12000009,2,1,7,1,1
PTS000000019894,4,1,-8,4,1,3,-8,-8,-8,-8,-8,-8,E12000009,1,1,1,1,1
PTS000000020417,-8,1,2,4,2,2,2,2,2,-8,2,1,E12000009,1,1,7,2,1
PTS000000020101,3,1,1,4,2,2,3,2,8,-8,1,6,E12000009,1,1,5,1,1
PTS000000022635,1,2,1,4,1,5,3,2,8,-8,3,2,E12000009,9,1,4,2,1
PTS000000021151,4,1,-8,4,1,4,-8,1,-8,-8,-8,-8,E12000009,1,1,1,2,1
PTS000000021672,1,2,7,4,1,2,-8,2,-8,-8,2,-8,E12000009,2,1,5,1,1
PTS000000019779,4,1,1,4,2,3,3,2,5,-8,1,9,E12000009,1,1,2,1,1
PTS000000022934,3,1,2,4,1,2,1,2,7,-8,2,6,E12000009,6,1,5,1,1
PTS000000023994,4,2,-8,1,1,2,-8,-8,-8,-8,-8,-8,E12000009,2,1,1,2,1
PTS000000023826,1,1,1,4,1,3,4,2,7,-8,1,2,E12000009,2,1,3,1,1
PTS000000594001,3,1,2,4,1,3,3,2,9,-8,1,6,E12000009,1,1,4,1,1
PTS000000594093,3,1,1,4,1,3,2,2,5,-8,1,7,E12000009,2,1,3,1,1
PTS000000594081,3,1,1,4,1,1,3,2,8,-8,1,6,E12000009,2,1,3,1,1
PTS000000594774,-8,1,5,4,3,4,-8,2,-8,-8,5,-8,E12000009,2,1,7,1,1
PTS000000593786,1,1,-8,4,1,2,-8,1,-8,-8,-8,-8,E12000009,1,1,1,1,1
PTS000000592709,-8,1,5,4,2,2,-8,2,2,-8,2,3,E12000009,2,1,7,2,1
PTS000000593009,4,1,-8,4,1,3,-8,1,-8,-8,-8,-8,E12000009,1,1,1,1,1
PTS000000593349,2,1,1,4,1,2,2,2,7,-8,2,4,E12000009,2,1,5,1,1
PTS000000594518,1,1,1,4,1,2,1,2,8,-8,2,2,E12000009,2,1,4,1,1
PTS000000592675,1,1,1,4,1,2,1,2,8,-8,2,2,E12000009,9,1,4,1,1
PTS000000593000,1,1,6,4,1,2,-8,1,5,-8,1,7,E12000009,1,1,2,2,1
PTS000000595371,2,2,1,1,1,3,3,2,7,-8,1,2,E12000009,4,1,3,2,1
PTS000000595304,3,1,-8,4,1,2,-8,1,-8,-8,-8,-8,E12000009,2,1,1,1,1
PTS000000595075,2,2,2,1,1,4,4,2,5,-8,2,5,E12000009,1,1,7,1,1
PTS000000552216,-8,1,5,2,2,2,-8,2,-8,E13000001,2,-8,E12000007,6,1,7,2,1
PTS000000551576,1,1,1,5,1,2,4,2,9,E13000001,2,2,E12000007,1,1,6,2,1
PTS000000551451,1,2,6,5,1,5,-8,1,9,E13000001,1,2,E12000007,9,1,2,1,1
PTS000000552095,1,1,2,4,1,3,3,2,6,E13000001,1,2,E12000007,1,1,3,2,1
PTS000000552053,3,1,2,4,2,4,1,2,7,E13000001,1,9,E12000007,2,1,4,2,1
PTS000000550596,1,1,-8,1,2,2,-8,-8,-8,E13000001,-8,-8,E12000007,6,1,1,1,1
PTS000000551009,1,2,1,4,1,3,3,2,7,E13000001,1,2,E12000007,5,1,3,1,1
PTS000000368846,2,2,1,4,1,3,3,2,7,E13000001,1,3,E12000007,1,1,3,1,1
PTS000000367523,4,2,8,1,3,1,-8,2,5,E13000001,4,9,E12000007,6,1,5,2,1
PTS000000368427,3,1,1,2,2,4,3,2,8,E13000001,3,6,E12000007,2,1,6,1,1
PTS000000368452,1,1,2,4,1,2,1,2,6,E13000001,2,3,E12000007,2,1,7,2,1
PTS000000370039,2,1,6,4,2,2,-8,1,-8,E13000001,1,-8,E12000007,2,1,2,1,1
PTS000000368450,1,1,1,4,1,3,3,2,4,E13000001,1,3,E12000007,1,1,2,1,1
PTS000000367873,2,2,1,4,2,3,3,2,6,E13000001,4,2,E12000007,1,1,3,2,1
PTS000000367713,2,1,4,3,2,2,-8,1,-8,E13000001,1,-8,E12000007,2,1,2,1,1
PTS000000369710,2,2,3,4,2,3,-8,2,2,E13000001,1,2,E12000007,1,1,3,2,1
PTS000000041266,2,2,1,1,2,3,3,2,8,-8,1,2,E12000003,2,1,4,1,1
PTS000000040602,4,1,8,4,4,3,-8,2,5,-8,1,5,E12000003,1,1,3,1,1
PTS000000041703,1,1,5,4,1,2,-8,2,2,-8,2,2,E12000003,1,1,7,2,1
PTS000000040944,2,1,2,4,2,2,1,2,5,-8,2,7,E12000003,2,1,4,1,1
PTS000000042092,1,1,-8,1,1,2,-8,-8,-8,-8,-8,-8,E12000003,1,1,1,2,1
PTS000000394161,4,2,1,1,2,4,3,2,3,E13000002,2,9,E12000007,8,1,6,2,1
PTS000000393514,4,1,9,1,2,4,-8,2,8,E13000002,1,2,E12000007,9,1,3,1,1
PTS000000391722,2,1,-8,1,2,2,-8,1,-8,E13000002,-8,-8,E12000007,4,1,1,2,1
PTS000000392129,2,1,1,5,1,3,2,2,5,E13000002,1,1,E12000007,6,1,5,2,1
PTS000000392222,1,2,1,4,2,2,3,2,2,E13000002,2,4,E12000007,9,1,4,1,1
PTS000000392629,2,1,1,4,1,2,3,2,6,E13000002,2,3,E12000007,1,1,5,1,1
PTS000000391587,3,1,1,4,1,3,3,2,2,E13000002,1,6,E12000007,2,1,3,1,1
PTS000000391925,3,2,1,1,1,2,3,2,5,E13000002,2,5,E12000007,2,1,4,2,1
PTS000000393698,1,2,2,4,2,2,3,2,7,E13000002,2,2,E12000007,9,1,5,1,1
PTS000000393989,1,2,3,2,1,5,-8,2,-8,E13000002,1,-8,E12000007,2,1,3,2,1
PTS000000390752,2,1,1,4,2,1,3,2,6,E13000002,1,3,E12000007,2,1,5,2,1
PTS000000391506,1,1,1,4,1,3,3,2,7,E13000002,1,2,E12000007,1,1,3,1,1
PTS000000394256,2,1,1,2,2,1,2,2,8,E13000002,4,2,E12000007,2,1,6,1,1
PTS000000393762,1,1,1,4,2,1,3,2,4,E13000002,1,2,E12000007,1,1,3,2,1
PTS000000013666,3,1,2,4,2,2,1,2,2,-8,2,5,E12000008,2,1,6,1,1
PTS000000012813,1,1,-8,3,1,2,-8,1,-8,-8,-8,-8,E12000008,4,1,1,1,1
PTS000000013817,2,1,1,4,1,3,3,2,7,-8,3,3,E12000008,2,1,6,2,1
PTS000000012313,-8,2,5,4,2,2,-8,2,8,-8,2,3,E12000008,2,1,7,1,1
PTS000000012986,2,1,6,4,1,2,-8,1,5,-8,1,9,E12000008,2,1,2,1,1
PTS000000013456,2,2,-8,4,1,2,-8,1,-8,-8,-8,-8,E12000008,2,1,1,2,1
PTS000000012370,3,1,1,4,3,3,3,2,6,-8,1,9,E12000008,1,1,4,2,1
PTS000000490468,2,1,-8,4,1,2,-8,-8,-8,-8,-8,-8,E12000004,1,1,1,1,1
PTS000000492305,-8,2,5,1,2,2,-8,2,5,-8,2,5,E12000004,1,1,7,2,1
PTS000000490288,2,2,4,4,1,2,3,1,4,-8,2,5,E12000004,2,1,4,2,1
PTS000000490285,3,1,1,4,3,4,3,2,4,-8,4,4,E12000004,2,1,6,1,1
PTS000000490635,1,1,1,4,2,2,3,2,8,-8,2,2,E12000004,1,1,5,1,1
PTS000000491493,2,1,-8,4,1,2,-8,-8,-8,-8,-8,-8,E12000004,2,1,1,1,1
PTS000000493228,2,1,-8,4,1,2,-8,1,-8,-8,-8,-8,E12000004,1,1,1,2,1
PTS000000601308,3,1,7,4,4,2,-8,2,5,-8,2,9,E12000003,1,1,4,1,1
PTS000000600453,4,1,-8,4,1,4,-8,1,-8,-8,-8,-8,E12000003,1,1,1,2,1
PTS000000600068,3,1,2,4,2,3,3,2,7,-8,1,5,E12000003,1,1,5,2,1
PTS000000600221,3,1,2,4,1,3,3,2,9,-8,1,6,E12000003,1,1,4,2,1
PTS000000601182,4,1,-8,4,1,4,-8,1,-8,-8,-8,-8,E12000003,1,1,1,1,1
PTS000000602068,4,1,3,4,3,5,-8,2,-8,-8,3,-8,E12000003,2,1,5,1,1
PTS000000147376,4,1,1,4,1,2,3,2,5,-8,1,1,E12000008,1,1,2,1,1
PTS000000601607,4,2,1,4,2,3,3,2,5,-8,1,9,E12000003,2,1,2,2,1
PTS000000147929,1,2,1,4,2,2,3,2,8,-8,2,2,E12000008,2,1,5,1,1
PTS000000147843,1,2,1,4,1,2,2,2,7,-8,2,9,E12000008,9,1,6,1,1
PTS000000146223,3,1,1,4,1,2,1,2,7,-8,2,4,E12000008,2,1,5,1,1
PTS000000145861,-8,1,5,4,1,1,-8,2,2,-8,1,7,E12000008,2,1,7,1,1
PTS000000148040,1,1,1,4,3,1,4,2,4,-8,4,2,E12000008,1,1,6,2,1
PTS000000147446,2,1,1,4,2,3,3,2,8,-8,1,3,E12000008,1,1,3,1,1
PTS000000145710,3,1,1,4,1,5,3,2,8,-8,1,2,E12000008,1,1,3,2,1
PTS000000145965,2,1,4,4,2,1,-8,1,8,-8,1,2,E12000008,1,1,3,1,1
PTS000000015249,3,1,2,4,1,2,3,2,5,-8,2,7,E12000002,1,1,5,2,1
PTS000000014154,2,1,1,1,2,2,3,2,5,-8,2,3,E12000002,9,1,4,2,1
PTS000000014269,4,1,8,4,5,1,-8,2,3,-8,1,8,E12000002,1,1,5,2,1
PTS000000016014,-8,1,5,4,1,1,-8,2,2,-8,5,1,E12000002,1,1,7,2,1
PTS000000013992,1,1,1,4,3,2,1,2,5,-8,1,9,E12000002,2,1,2,2,1
PTS000000016044,1,1,7,4,2,3,-8,2,6,-8,1,9,E12000002,1,1,6,1,1
PTS000000249300,4,1,7,4,1,1,-8,2,-8,-8,1,-8,E12000009,2,1,4,1,1
PTS000000248838,3,1,1,4,2,2,3,2,5,-8,2,8,E12000009,1,1,6,2,1
PTS000000249927,-8,1,5,4,2,2,-8,2,2,-8,2,8,E12000009,2,1,7,1,1
PTS000000249483,2,1,-8,2,1,2,-8,-8,-8,-8,-8,-8,E12000009,6,1,1,2,1
PTS000000249953,4,1,8,4,2,1,-8,2,-8,-8,1,-8,E12000009,1,1,4,2,1
PTS000000250184,1,1,4,4,1,2,-8,1,5,-8,1,4,E12000009,1,1,2,2,1
PTS000000248940,1,2,1,4,1,3,4,2,2,-8,1,1,E12000009,2,1,6,2,1
PTS000000249105,4,1,3,4,3,4,-8,2,7,-8,5,3,E12000009,1,1,6,1,1
PTS000000248366,2,1,1,4,1,2,3,2,8,-8,2,2,E12000009,2,1,4,1,1
PTS000000250303,1,1,1,4,2,2,2,2,7,-8,2,3,E12000009,2,1,4,1,1
PTS000000250262,4,1,1,4,1,2,3,2,7,-8,2,7,E12000009,1,1,3,2,1
PTS000000250320,4,1,7,3,2,2,-8,2,6,-8,2,3,E12000009,6,1,4,1,1
PTS000000199282,3,1,-8,1,2,2,-8,1,-8,-8,-8,-8,E12000008,6,1,1,1,1
PTS000000199271,4,1,1,1,3,1,2,2,5,-8,4,7,E12000008,6,1,4,1,1
PTS000000197934,1,-8,-8,-8,-8,2,-8,1,-8,-8,1,-8,E12000008,-8,1,2,2,2
PTS000000198105,2,1,2,4,1,2,3,2,6,-8,2,2,E12000008,2,1,6,1,1
PTS000000199670,1,1,4,3,1,2,1,1,5,-8,1,9,E12000008,1,1,2,1,1
PTS000000198706,-8,1,5,4,2,2,-8,2,2,-8,2,1,E12000008,1,1,7,2,1
PTS000000493645,1,1,1,4,2,2,3,2,4,-8,2,4,E12000004,9,1,4,1,1
PTS000000493774,-8,2,5,4,3,2,-8,2,6,-8,2,4,E12000004,2,1,7,1,1
PTS000000560397,4,1,1,4,1,2,3,2,5,-8,2,8,E12000009,2,1,5,2,1
PTS000000560454,4,1,-8,4,1,2,-8,1,-8,-8,-8,-8,E12000009,1,1,1,1,1
PTS000000560425,2,1,6,4,2,4,-8,1,-8,-8,1,-8,E12000009,1,1,2,2,1
PTS000000559607,1,1,-8,4,1,3,-8,1,-8,-8,-8,-8,E12000009,1,1,1,2,1
PTS000000559486,1,1,1,4,2,2,2,2,8,-8,2,2,E12000009,2,1,5,1,1
PTS000000559253,3,1,7,4,1,2,-8,2,8,-8,2,6,E12000009,1,1,5,1,1
PTS000000559262,4,1,-8,4,1,3,-8,1,-8,-8,-8,-8,E12000009,1,1,1,1,1
PTS000000559332,4,1,1,4,2,1,3,2,7,-8,1,9,E12000009,2,1,6,2,1
PTS000000457138,3,1,6,1,2,2,-8,1,2,-8,1,8,E12000005,6,1,2,2,1
PTS000000455962,-8,1,5,4,3,4,-8,2,5,-8,5,9,E12000005,1,1,7,2,1
PTS000000455411,4,1,-8,4,1,2,-8,1,-8,-8,-8,-8,E12000005,2,1,1,1,1
PTS000000458030,3,2,6,2,1,3,-8,1,-8,-8,1,-8,E12000005,2,1,2,1,1
PTS000000457744,-8,1,8,1,4,4,-8,2,2,-8,4,5,E12000005,7,1,5,2,1
PTS000000456180,4,1,6,1,2,4,-8,1,7,-8,1,9,E12000005,6,1,2,2,1
PTS000000456987,3,1,1,1,1,2,3,2,4,-8,1,3,E12000005,7,1,3,2,1
PTS000000489525,4,2,5,1,3,1,-8,2,-8,-8,2,-8,E12000008,1,1,6,1,1
PTS000000488916,2,2,1,4,1,2,1,2,6,-8,2,6,E12000008,2,1,5,1,1
PTS000000489483,-8,1,1,4,2,2,3,2,5,-8,1,7,E12000008,2,1,5,1,1
PTS000000056167,1,1,1,4,3,5,3,2,8,E13000001,1,2,E12000007,1,1,5,1,1
PTS000000056192,1,1,-8,4,1,2,-8,1,-8,E13000001,-8,-8,E12000007,2,1,1,2,1
PTS000000057682,2,1,1,4,1,5,3,2,8,E13000001,1,4,E12000007,1,1,3,2,1
PTS000000056708,-8,1,5,4,1,1,-8,2,9,E13000001,4,2,E12000007,1,1,7,1,1
PTS000000057775,2,1,1,4,1,3,3,2,7,E13000001,1,3,E12000007,2,1,3,2,1
PTS000000056033,1,1,-8,4,1,2,-8,1,-8,E13000001,-8,-8,E12000007,2,1,1,2,1
PTS000000057152,1,2,1,4,1,2,4,2,7,E13000001,2,1,E12000007,2,1,5,2,1
PTS000000057056,-8,1,5,4,2,2,-8,2,6,E13000001,2,1,E12000007,2,1,7,2,1
PTS000000056145,1,1,1,4,1,2,3,2,7,E13000001,2,1,E12000007,1,1,5,2,1
PTS000000057865,1,1,1,4,2,3,4,2,9,E13000001,1,1,E12000007,1,1,3,1,1
PTS000000256102,3,1,1,4,2,1,3,2,8,-8,1,9,E12000002,2,1,5,2,1
PTS000000256219,1,1,1,4,1,4,3,2,8,-8,4,2,E12000002,1,1,5,1,1
PTS000000472885,3,1,1,4,2,3,3,2,4,-8,1,9,E12000008,1,1,3,2,1
PTS000000473074,3,1,-8,4,1,2,-8,-8,-8,-8,-8,-8,E12000008,2,1,1,1,1
PTS000000473372,2,1,-8,4,1,3,-8,-8,-8,-8,-8,-8,E12000008,1,1,1,2,1
PTS000000473059,-8,1,5,4,2,2,-8,2,3,-8,2,4,E12000008,2,1,7,1,1
PTS000000311496,4,1,1,4,1,4,3,2,8,-8,1,1,E12000002,2,1,3,2,1
PTS000000314173,2,1,6,4,1,3,-8,1,-8,-8,1,-8,E12000002,1,1,2,1,1
PTS000000314633,2,1,7,4,1,2,-8,2,8,-8,2,2,E12000002,2,1,4,1,1
PTS000000314509,-8,1,8,4,4,5,-8,2,-8,-8,1,-8,E12000002,2,1,7,2,1
PTS000000314010,4,1,8,4,2,4,-8,2,-8,-8,1,-8,E12000002,2,1,5,1,1
PTS000000312232,2,1,-8,4,2,2,-8,1,-8,-8,-8,-8,E12000002,2,1,1,1,1
PTS000000314914,2,1,1,4,4,2,3,2,2,-8,2,2,E12000002,2,1,6,2,1
PTS000000314507,4,1,-8,4,1,3,-8,1,-8,-8,-8,-8,E12000002,1,1,1,1,1
PTS000000313915,-8,1,5,4,2,1,-8,2,6,-8,1,2,E12000002,2,1,7,2,1
PTS000000312467,2,1,3,1,2,1,-8,2,8,-8,3,6,E12000002,2,1,6,1,1
PTS000000314181,2,1,-8,4,1,3,-8,1,-8,-8,-8,-8,E12000002,2,1,1,1,1
PTS000000314002,4,1,8,4,3,4,-8,2,-8,-8,1,-8,E12000002,2,1,3,2,1
PTS000000312552,3,1,-8,4,2,4,-8,1,-8,-8,-8,-8,E12000002,2,1,1,2,1
PTS000000311609,2,1,1,4,3,4,3,2,7,-8,3,3,E12000002,2,1,6,1,1
PTS000000312425,1,1,1,3,1,1,1,2,5,-8,1,1,E12000002,1,1,3,1,1
PTS000000314328,3,1,6,4,3,3,-8,1,5,-8,1,9,E12000002,1,1,2,1,1
PTS000000321993,4,1,6,4,1,4,-8,1,-8,-8,1,-8,E12000002,1,1,2,1,1
PTS000000321047,4,1,1,4,1,2,2,2,8,-8,2,9,E12000002,2,1,6,1,1
PTS000000322281,2,1,6,4,1,2,-8,1,-8,-8,1,-8,E12000002,2,1,2,1,1
PTS000000322521,3,1,2,4,3,4,3,2,2,-8,1,9,E12000002,2,1,5,1,1
PTS000000321446,1,1,1,4,1,5,3,2,5,-8,1,2,E12000002,2,1,4,1,1
PTS000000321442,-8,1,5,4,2,1,-8,2,2,-8,5,9,E12000002,2,1,7,1,1
PTS000000321579,2,1,1,4,1,4,3,2,8,-8,1,6,E12000002,1,1,4,1,1
PTS000000321766,4,1,4,4,1,4,1,1,5,-8,1,9,E12000002,1,1,2,1,1
PTS000000321664,3,-8,-8,-8,-8,1,-8,1,-8,-8,-8,-8,E12000002,-8,1,1,1,2
PTS000000499107,2,1,1,4,2,2,3,2,7,-8,2,3,E12000002,1,1,4,1,1
PTS000000322754,1,1,-8,4,1,2,-8,1,-8,-8,-8,-8,E12000002,2,1,1,1,1
PTS000000321480,1,1,2,4,1,2,2,2,8,-8,2,1,E12000002,2,1,6,2,1
PTS000000498490,4,1,1,4,1,4,2,2,5,-8,1,9,E12000002,2,1,3,1,1
PTS000000322758,2,1,-8,4,1,2,-8,1,-8,-8,-8,-8,E12000002,2,1,1,2,1
PTS000000498902,1,1,-8,4,1,2,-8,1,-8,-8,-8,-8,E12000002,2,1,1,1,1
PTS000000499212,-8,1,5,4,1,1,-8,2,8,-8,4,9,E12000002,2,1,7,2,1
PTS000000498017,-8,1,5,4,2,2,-8,2,-8,-8,2,-8,E12000002,2,1,7,2,1
PTS000000499413,2,2,2,1,2,2,4,2,5,-8,2,1,E12000002,2,1,6,2,1
PTS000000499071,2,1,4,4,1,2,1,1,5,-8,1,7,E12000002,2,1,2,1,1
PTS000000036489,3,1,1,4,1,3,3,2,2,-8,1,5,E12000002,1,1,5,2,1
PTS000000037427,1,1,-8,4,2,2,-8,1,-8,-8,-8,-8,E12000002,2,1,1,2,1
PTS000000036885,4,1,6,4,1,4,-8,1,-8,-8,1,-8,E12000002,1,1,2,1,1
PTS000000036686,2,1,1,4,1,2,3,2,6,-8,1,5,E12000002,2,1,3,2,1
PTS000000037276,-8,1,5,4,2,2,-8,2,8,-8,2,4,E12000002,2,1,7,2,1
PTS000000038130,2,1,1,4,2,2,2,2,7,-8,1,9,E12000002,2,1,4,2,1
PTS000000037264,1,1,2,4,1,2,3,2,8,-8,2,2,E12000002,2,1,5,2,1
PTS000000037914,2,1,1,4,1,2,3,2,8,-8,2,3,E12000002,2,1,4,2,1
PTS000000037166,2,1,1,4,2,4,3,2,8,-8,1,4,E12000002,9,1,5,1,1
PTS000000036833,4,1,8,4,4,1,-8,2,4,-8,1,9,E12000002,2,1,3,2,1
PTS000000037558,1,1,-8,4,1,2,-8,1,-8,-8,-8,-8,E12000002,2,1,1,1,1
PTS000000424555,3,1,1,4,2,2,4,2,6,-8,2,8,E12000002,9,1,5,2,1
PTS000000425358,3,-8,-8,-8,-8,2,-8,1,-8,-8,1,-8,E12000002,-8,1,2,1,2
PTS000000426281,2,1,1,4,2,2,3,2,7,-8,2,1,E12000002,2,1,6,2,1
PTS000000426415,3,1,-8,4,1,4,-8,1,-8,-8,-8,-8,E12000002,1,1,1,2,1
PTS000000424685,3,1,1,4,1,1,3,2,2,-8,1,8,E12000002,1,1,3,2,1
PTS000000424827,2,1,6,4,1,2,-8,1,5,-8,1,9,E12000002,1,1,2,2,1
PTS000000424485,2,1,1,4,2,3,3,2,8,-8,1,2,E12000002,1,1,4,1,1
PTS000000424619,2,1,1,4,1,2,3,2,7,-8,2,3,E12000002,2,1,3,1,1
PTS000000425960,-8,1,5,4,1,2,-8,2,6,-8,2,2,E12000002,2,1,7,2,1
PTS000000426539,2,1,1,4,3,3,3,2,4,-8,2,3,E12000002,2,1,6,1,1
PTS000000425656,4,1,1,4,1,2,3,2,5,-8,1,3,E12000002,2,1,2,2,1
PTS000000423936,-8,2,5,1,3,2,-8,2,8,-8,2,2,E12000002,1,1,7,1,1
PTS000000425061,-8,1,5,4,2,2,-8,2,8,-8,2,9,E12000002,1,1,7,1,1
PTS000000425191,2,1,-8,4,1,3,-8,-8,-8,-8,-8,-8,E12000002,2,1,1,1,1
PTS000000426603,2,1,-8,4,1,2,-8,1,-8,-8,-8,-8,E12000002,2,1,1,1,1
PTS000000517860,-8,1,3,4,1,3,-8,2,5,-8,1,7,E12000008,2,1,2,2,1
PTS000000517487,1,1,1,4,2,1,3,2,8,-8,1,2,E12000008,1,1,3,1,1
PTS000000516427,1,1,-8,4,1,2,-8,1,-8,-8,-8,-8,E12000008,2,1,1,1,1
PTS000000516670,3,1,1,4,1,3,2,2,8,-8,1,4,E12000008,1,1,3,1,1
PTS000000516505,2,1,9,4,2,3,-8,2,4,-8,1,5,E12000008,1,1,3,2,1
PTS000000067966,2,1,-8,1,1,2,-8,1,-8,-8,-8,-8,E12000001,6,1,1,1,1
PTS000000068645,3,1,-8,1,2,2,-8,1,-8,-8,-8,-8,E12000001,6,1,1,1,1
PTS000000067429,-8,1,5,4,2,2,-8,2,3,-8,2,3,E12000001,2,1,7,2,1
PTS000000067810,2,1,4,4,1,2,1,1,5,-8,1,9,E12000001,2,1,2,1,1
PTS000000068426,4,1,9,4,2,4,-8,2,-8,-8,1,-8,E12000001,1,1,2,1,1
PTS000000068396,-8,1,5,4,4,2,-8,2,-8,-8,2,-8,E12000001,2,1,7,2,1
PTS000000067430,4,1,1,4,2,2,3,2,8,-8,1,6,E12000001,2,1,3,1,1
PTS000000495037,4,1,-8,4,2,4,-8,-8,-8,E13000001,-8,-8,E12000007,1,1,1,2,1
