resident_id_m,approx_social_grade,country_of_birth_3a,economic_activity_status_10m,ethnic_group_tb_6a,health_in_general,hh_families_type_6a,hours_per_week_worked,in_full_time_education,industry_10a,iol22cd,legal_partnership_status_6a,occupation_10a,region,religion_tb,residence_type,resident_age_7d,sex,usual_short_student
PTS000000471597,1,1,1,4,1,2,2,2,8,-8,2,2,E12000003,2,1,6,1,1
PTS000000514760,1,1,-8,4,1,2,-8,1,-8,-8,-8,-8,E12000009,2,1,1,2,1
PTS000000508225,2,1,1,4,1,2,3,2,6,E13000002,2,3,E12000007,2,1,4,2,1
PTS000000025584,1,2,1,4,1,2,3,2,7,-8,2,2,E12000005,2,1,3,2,1
PTS000000030003,3,1,2,4,1,2,4,2,5,-8,2,5,E12000009,1,1,5,2,1
PTS000000029930,4,1,-8,4,1,3,-8,-8,-8,-8,-8,-8,E12000009,1,1,1,1,1
PTS000000073457,1,2,1,4,2,3,3,2,4,-8,1,3,E12000006,1,1,3,2,1
PTS000000028176,4,1,-8,4,1,3,-8,1,-8,-8,-8,-8,E12000008,1,1,1,1,1
PTS000000182404,2,1,1,4,2,2,3,2,4,-8,2,5,E12000008,3,1,4,2,1
PTS000000556815,2,2,1,2,1,1,3,2,8,E13000002,1,3,E12000007,2,1,3,2,1
PTS000000114179,2,1,1,4,1,2,3,2,7,-8,2,2,E12000001,1,1,4,2,1
PTS000000162812,1,1,1,4,1,4,4,2,8,-8,4,2,E12000006,2,1,5,1,1
PTS000000503138,2,2,1,4,2,1,3,2,4,E13000001,4,2,E12000007,1,1,4,1,1
PTS000000158687,2,1,6,4,2,1,-8,2,5,-8,1,1,E12000009,1,1,3,1,1
PTS000000454652,4,2,7,1,2,2,-8,2,5,-8,2,7,E12000006,6,1,3,1,1
PTS000000235203,3,1,1,4,2,3,3,2,3,-8,1,5,E12000008,1,1,4,2,1
PTS000000227507,-8,1,5,4,2,2,-8,2,8,-8,2,3,E12000002,1,1,7,2,1
PTS000000438208,2,1,2,4,2,2,3,2,4,-8,1,5,E12000005,1,1,3,2,1
PTS000000438009,3,1,1,4,2,3,3,2,4,-8,1,5,E12000005,1,1,5,2,1
PTS000000535058,2,1,1,4,2,4,3,2,5,-8,1,5,E12000003,1,1,2,2,1
PTS000000408979,3,1,7,4,1,3,-8,2,8,E13000002,1,6,E12000007,1,1,4,1,1
PTS000000355054,4,1,1,4,2,4,3,2,8,-8,1,6,E12000006,9,1,5,1,1
PTS000000355743,2,1,1,4,1,2,3,2,8,-8,2,1,E12000006,1,1,4,2,1
PTS000000206471,2,1,1,4,1,2,3,2,8,-8,2,3,E12000005,1,1,4,1,1
PTS000000206669,2,2,6,2,1,3,-8,1,7,-8,1,9,E12000005,9,1,3,1,1
PTS000000212949,3,2,1,4,2,3,3,2,5,-8,4,4,E12000005,2,1,4,1,1
PTS000000046021,3,1,1,4,1,3,2,2,8,-8,1,6,E12000009,1,1,3,1,1
PTS000000007808,2,2,1,4,2,3,3,2,2,-8,4,7,E12000003,2,1,5,1,1
PTS000000106247,4,1,1,4,2,2,3,2,8,-8,2,6,E12000009,2,1,6,1,1
PTS000000013965,2,1,1,4,1,2,3,2,5,-8,2,2,E12000008,1,1,3,1,1
PTS000000522788,1,-8,-8,-8,-8,2,-8,1,-8,-8,-8,-8,E12000008,-8,1,1,1,2
PTS000000172478,4,1,-8,4,1,2,-8,1,-8,-8,-8,-8,E12000002,1,1,1,2,1
PTS000000468605,-8,1,8,4,1,4,-8,2,-8,-8,1,-8,E12000006,9,1,4,2,1
PTS000000344166,4,1,8,4,3,2,-8,2,5,-8,2,6,E12000008,1,1,3,1,1
PTS000000132144,3,1,5,4,1,3,-8,2,8,-8,4,1,E12000008,2,1,7,1,1
PTS000000131907,2,1,1,4,2,3,3,2,6,-8,4,2,E12000008,1,1,4,2,1
PTS000000244557,4,1,-8,4,1,4,-8,-8,-8,-8,-8,-8,E12000008,1,1,1,1,1
PTS000000244535,2,1,1,4,2,1,3,2,5,-8,1,4,E12000008,2,1,5,2,1
PTS000000338419,2,1,1,4,1,2,3,2,2,-8,2,1,E12000008,1,1,5,2,1
PTS000000123409,1,2,1,4,1,3,4,2,6,E13000001,1,2,E12000007,2,1,3,2,1
PTS000000123345,1,1,-8,4,1,2,-8,1,-8,E13000001,-8,-8,E12000007,2,1,1,1,1
PTS000000094186,1,1,1,4,1,2,2,2,5,-8,2,2,E12000004,1,1,3,1,1
PTS000000390178,-8,1,1,4,1,1,1,2,5,-8,4,3,E12000004,2,1,7,1,1
PTS000000101085,1,1,9,4,2,2,-8,2,8,-8,2,6,E12000004,2,1,6,1,1
PTS000000290265,3,1,1,4,4,4,2,2,8,-8,4,3,E12000004,2,1,5,1,1
PTS000000515615,4,1,7,4,2,2,-8,2,2,-8,2,3,E12000006,1,1,3,1,1
PTS000000002556,-8,1,2,4,2,2,2,2,5,-8,2,1,E12000008,1,1,7,2,1
PTS000000494624,4,2,7,1,3,2,-8,2,-8,E13000001,2,-8,E12000007,6,1,7,1,1
PTS000000192664,-8,1,5,4,2,2,-8,2,6,-8,2,7,E12000009,2,1,7,2,1
PTS000000548178,-8,1,5,4,2,2,-8,2,8,-8,2,2,E12000003,2,1,7,2,1
PTS000000420042,4,1,2,4,2,3,2,2,7,-8,1,5,E12000004,9,1,4,2,1
PTS000000350151,4,2,8,4,2,1,-8,2,5,-8,1,9,E12000006,1,1,4,1,1
PTS000000363872,4,1,1,4,2,1,3,2,3,-8,4,8,E12000003,1,1,6,1,1
PTS000000420725,-8,1,5,4,3,5,-8,2,8,-8,5,4,E12000004,2,1,6,1,1
PTS000000016765,4,1,8,4,4,3,-8,2,7,-8,1,7,E12000004,1,1,2,1,1
PTS000000476243,1,2,6,1,1,2,-8,1,-8,E13000002,1,-8,E12000007,4,1,2,1,1
PTS000000339557,3,1,-8,4,1,2,-8,1,-8,-8,-8,-8,E12000008,9,1,1,2,1
PTS000000547740,4,1,8,4,5,3,-8,2,8,-8,1,6,E12000003,1,1,4,1,1
PTS000000547443,2,1,5,4,2,2,-8,2,6,-8,2,2,E12000003,2,1,7,2,1
PTS000000477268,2,1,2,4,1,2,3,2,8,E13000002,1,2,E12000007,2,1,3,1,1
PTS000000339832,2,1,1,4,2,2,3,2,3,-8,2,8,E12000008,2,1,6,2,1
PTS000000132448,-8,2,1,4,2,4,3,2,2,-8,1,5,E12000004,2,1,5,2,1
PTS000000133346,2,1,2,4,2,2,4,2,8,-8,2,6,E12000004,2,1,6,1,1
PTS000000163766,2,1,-8,4,1,2,-8,1,-8,-8,-8,-8,E12000006,1,1,1,2,1
PTS000000065726,2,1,-8,4,1,2,-8,1,-8,-8,-8,-8,E12000004,9,1,1,2,1
PTS000000065646,1,1,2,4,4,2,4,2,2,-8,2,3,E12000004,2,1,4,1,1
PTS000000065448,2,1,-8,4,1,2,-8,1,-8,-8,-8,-8,E12000004,2,1,1,1,1
PTS000000065227,-8,1,5,4,3,2,-8,2,9,-8,2,4,E12000004,2,1,7,1,1
PTS000000293427,2,1,1,4,2,2,3,2,7,-8,2,3,E12000006,1,1,4,1,1
PTS000000355574,4,1,1,4,2,3,3,2,8,-8,1,6,E12000006,1,1,4,1,1
PTS000000065390,1,1,1,4,2,2,2,2,8,-8,2,1,E12000004,2,1,5,1,1
PTS000000554574,1,1,-8,4,2,2,-8,-8,-8,-8,-8,-8,E12000002,2,1,1,1,1
PTS000000502773,2,2,1,4,1,2,4,2,8,E13000001,2,2,E12000007,1,1,4,2,1
PTS000000293384,4,1,1,4,2,3,1,2,5,-8,1,9,E12000006,1,1,3,2,1
PTS000000287346,2,1,2,4,1,1,3,2,6,-8,1,1,E12000002,2,1,2,2,1
PTS000000333351,-8,1,5,4,2,2,-8,2,8,-8,2,4,E12000008,2,1,7,1,1
PTS000000011087,2,2,2,4,2,2,1,2,7,-8,2,9,E12000002,2,1,5,1,1
PTS000000541403,1,1,1,4,1,2,3,2,7,E13000002,2,2,E12000007,2,1,4,2,1
PTS000000058040,2,1,-8,4,2,2,-8,1,-8,-8,-8,-8,E12000001,1,1,1,1,1
PTS000000327979,2,1,-8,4,1,3,-8,1,-8,-8,-8,-8,E12000005,2,1,1,2,1
PTS000000390546,2,1,1,4,2,2,4,2,5,-8,2,7,E12000004,1,1,3,1,1
PTS000000042059,1,1,1,4,1,2,3,2,3,-8,2,2,E12000003,9,1,4,2,1
PTS000000053779,4,2,4,1,2,3,3,1,8,-8,1,6,E12000009,2,1,3,1,1
PTS000000041848,2,1,1,4,2,3,2,2,8,-8,1,6,E12000003,1,1,3,1,1
PTS000000430909,4,1,1,4,3,4,3,2,5,-8,4,9,E12000003,1,1,5,1,1
PTS000000385783,2,2,1,4,2,2,3,2,7,-8,2,3,E12000006,1,1,4,2,1
PTS000000318363,3,1,-8,4,1,4,-8,1,-8,-8,-8,-8,E12000008,1,1,1,2,1
PTS000000519087,-8,1,5,4,1,2,-8,2,8,-8,2,4,E12000001,2,1,7,1,1
PTS000000538610,3,1,1,4,1,4,2,2,8,-8,1,6,E12000002,1,1,4,1,1
PTS000000298624,3,1,1,4,1,4,3,2,2,-8,1,8,E12000003,1,1,2,2,1
PTS000000098815,2,1,9,4,1,4,-8,2,7,-8,1,7,E12000001,1,1,2,1,1
PTS000000441691,1,1,-8,4,1,4,-8,-8,-8,-8,-8,-8,E12000005,2,1,1,1,1
PTS000000265157,1,1,1,4,2,3,4,2,2,-8,4,1,E12000005,1,1,5,2,1
PTS000000502059,1,1,1,4,1,1,4,2,7,E13000001,1,1,E12000007,1,1,3,2,1
PTS000000188892,3,1,2,4,1,2,1,2,9,-8,2,3,E12000009,1,1,4,1,1
PTS000000307055,2,1,2,4,2,3,1,2,7,-8,1,3,E12000009,2,1,5,1,1
PTS000000193777,1,1,-8,4,2,2,-8,1,-8,-8,-8,-8,E12000009,2,1,1,1,1
PTS000000457783,3,2,6,3,2,2,-8,2,-8,-8,2,-8,E12000005,2,1,3,1,1
PTS000000287833,1,1,1,4,2,2,3,2,8,-8,2,2,E12000002,1,1,4,1,1
PTS000000028671,2,1,-8,4,1,2,-8,1,-8,-8,-8,-8,E12000003,2,1,1,1,1
PTS000000496983,1,1,1,4,1,3,3,2,7,E13000001,1,1,E12000007,2,1,3,2,1
PTS000000550285,2,1,2,4,1,2,2,2,4,-8,2,5,E12000006,2,1,6,2,1
PTS000000198916,3,2,1,4,1,2,2,2,6,-8,2,8,E12000008,2,1,4,2,1
PTS000000222952,-8,2,5,4,2,1,-8,2,9,-8,4,4,E12000008,2,1,7,1,1
PTS000000328295,3,1,1,4,1,4,2,2,8,-8,1,6,E12000005,2,1,2,1,1
PTS000000199923,1,2,-8,1,1,2,-8,1,-8,-8,-8,-8,E12000008,2,1,1,1,1
PTS000000317644,-8,1,1,4,1,2,2,2,5,-8,2,9,E12000009,1,1,7,2,1
PTS000000330347,1,1,1,2,1,2,2,2,2,-8,2,2,E12000005,2,1,3,1,1
PTS000000015131,2,1,1,4,1,2,3,2,4,-8,2,4,E12000002,2,1,5,2,1
PTS000000332768,2,1,1,4,2,3,3,2,5,-8,1,4,E12000005,2,1,3,1,1
PTS000000537430,2,1,-8,1,1,2,-8,1,-8,-8,-8,-8,E12000004,9,1,1,1,1
PTS000000141975,2,1,1,4,2,2,3,2,4,-8,2,1,E12000009,2,1,5,2,1
PTS000000430312,4,1,1,4,1,1,3,2,2,-8,1,8,E12000003,1,1,4,2,1
PTS000000139742,1,1,1,4,2,1,3,2,6,-8,1,2,E12000009,2,1,3,2,1
PTS000000584153,4,1,8,4,2,3,-8,2,4,-8,1,8,E12000003,1,1,3,2,1
PTS000000208866,-8,1,5,4,2,2,-8,2,6,-8,2,1,E12000005,9,1,7,2,1
PTS000000363274,2,1,-8,4,1,3,-8,-8,-8,-8,-8,-8,E12000006,1,1,1,1,1
PTS000000602142,2,1,1,4,1,3,3,2,4,-8,1,5,E12000003,1,1,2,2,1
PTS000000480637,1,1,2,4,1,2,3,2,5,-8,2,7,E12000008,2,1,3,1,1
PTS000000558795,1,1,1,4,1,2,2,2,7,-8,2,2,E12000001,2,1,4,1,1
PTS000000407524,2,1,1,1,2,3,3,2,8,E13000002,1,2,E12000007,6,1,3,1,1
PTS000000555540,2,2,9,1,1,2,-8,2,7,E13000002,2,4,E12000007,6,1,4,2,1
PTS000000010588,2,1,-8,4,1,3,-8,1,-8,-8,-8,-8,E12000004,1,1,1,1,1
PTS000000564031,2,1,1,4,1,2,3,2,8,-8,2,2,E12000003,2,1,5,1,1
PTS000000380178,2,1,1,4,2,2,3,2,5,-8,2,4,E12000002,2,1,3,2,1
PTS000000206427,2,1,1,4,1,3,3,2,8,-8,1,2,E12000005,1,1,3,1,1
PTS000000298698,4,1,7,1,1,4,-8,2,8,-8,1,6,E12000003,6,1,3,1,1
PTS000000094042,2,1,1,4,2,1,2,2,5,-8,5,3,E12000004,1,1,6,1,1
PTS000000483624,2,1,2,4,1,3,2,2,7,E13000002,1,1,E12000007,1,1,3,2,1
PTS000000263861,2,1,-8,4,1,2,-8,-8,-8,-8,-8,-8,E12000005,2,1,1,1,1
PTS000000472701,1,1,1,4,1,3,4,2,7,-8,2,1,E12000003,1,1,5,2,1
PTS000000561341,-8,1,5,4,3,1,-8,2,8,-8,5,2,E12000003,2,1,7,1,1
PTS000000436436,1,1,1,4,1,1,3,2,8,-8,1,2,E12000008,1,1,3,1,1
PTS000000285463,2,1,1,3,2,4,3,2,8,-8,1,3,E12000002,2,1,3,1,1
PTS000000389699,1,1,1,4,2,2,2,2,5,-8,2,7,E12000004,1,1,3,1,1
PTS000000036071,4,1,-8,4,2,4,-8,-8,-8,-8,-8,-8,E12000008,1,1,1,2,1
PTS000000454598,1,2,2,5,1,2,3,2,6,-8,2,2,E12000006,6,1,5,2,1
PTS000000025497,3,1,1,4,3,3,3,2,3,-8,1,8,E12000005,1,1,5,2,1
PTS000000384728,4,1,1,4,2,4,1,2,8,-8,1,9,E12000009,9,1,3,1,1
PTS000000550489,-8,1,5,4,1,1,-8,2,4,-8,5,5,E12000006,1,1,7,2,1
PTS000000531991,1,2,2,4,1,2,3,2,8,E13000002,2,2,E12000007,1,1,5,2,1
PTS000000486758,2,1,1,4,1,5,3,2,7,E13000001,1,3,E12000007,1,1,3,1,1
PTS000000538053,1,1,1,4,1,2,3,2,7,-8,2,2,E12000004,1,1,5,2,1
PTS000000577551,2,1,1,4,2,4,3,2,7,-8,1,1,E12000001,2,1,4,1,1
PTS000000380945,2,1,2,4,1,3,3,2,7,-8,1,2,E12000002,9,1,2,1,1
PTS000000189873,1,1,-8,4,1,2,-8,-8,-8,-8,-8,-8,E12000009,2,1,1,2,1
PTS000000577564,3,1,1,4,1,3,3,2,2,-8,1,8,E12000001,2,1,3,2,1
PTS000000212994,-8,1,1,4,2,2,2,2,5,-8,2,7,E12000005,2,1,6,1,1
PTS000000290296,1,1,1,4,2,2,3,2,7,-8,2,2,E12000004,2,1,5,2,1
PTS000000423268,2,2,-8,2,2,1,-8,-8,-8,-8,-8,-8,E12000002,2,1,1,2,3
PTS000000404972,2,1,7,4,1,2,-8,2,5,-8,2,2,E12000006,1,1,3,2,1
PTS000000361556,4,1,8,4,5,1,-8,2,5,-8,1,7,E12000006,9,1,4,2,1
PTS000000302104,-8,1,8,4,4,-8,-8,2,4,-8,3,5,E12000002,9,2,3,2,1
PTS000000139556,-8,1,5,4,2,1,-8,2,5,-8,5,7,E12000009,2,1,7,1,1
PTS000000252625,4,1,1,4,2,2,3,2,2,-8,2,9,E12000004,9,1,5,2,1
PTS000000504221,4,2,8,4,3,1,-8,2,4,E13000001,1,5,E12000007,8,1,2,2,1
PTS000000294457,2,1,1,4,1,3,3,2,8,-8,1,7,E12000003,1,1,3,2,1
PTS000000082668,2,1,-8,4,1,3,-8,-8,-8,-8,-8,-8,E12000006,1,1,1,2,1
PTS000000149275,-8,1,5,4,2,2,-8,2,8,-8,2,2,E12000002,2,1,7,1,1
PTS000000467596,1,1,1,4,1,2,2,2,8,-8,2,2,E12000005,1,1,3,1,1
PTS000000604338,1,1,1,5,1,1,3,2,8,-8,1,2,E12000008,9,1,3,2,1
PTS000000157452,4,2,1,4,1,2,2,2,7,-8,2,9,E12000009,2,1,4,1,1
PTS000000215383,1,1,1,4,2,3,3,2,8,-8,1,2,E12000005,1,1,3,1,1
PTS000000032043,1,1,2,4,1,2,3,2,7,-8,2,1,E12000008,1,1,5,2,1
PTS000000100188,4,1,-8,4,1,2,-8,1,-8,-8,-8,-8,E12000001,1,1,1,2,1
PTS000000099687,4,1,-8,3,3,4,-8,1,-8,-8,-8,-8,E12000001,1,1,1,2,1
PTS000000099640,1,1,-8,4,1,2,-8,-8,-8,-8,-8,-8,E12000001,1,1,1,2,1
PTS000000099668,4,1,1,4,1,2,3,2,5,-8,1,7,E12000001,2,1,2,1,1
PTS000000100103,2,-8,-8,-8,-8,1,-8,1,-8,-8,-8,-8,E12000001,-8,1,1,2,2
PTS000000098801,2,1,1,4,1,4,1,2,8,-8,1,6,E12000001,1,1,3,1,1
PTS000000100070,1,1,2,4,3,3,3,2,8,-8,2,2,E12000001,1,1,5,1,1
PTS000000113042,3,1,-8,4,1,2,-8,1,-8,-8,-8,-8,E12000001,2,1,1,1,1
PTS000000113799,4,1,8,4,4,1,-8,2,5,-8,4,7,E12000001,9,1,4,2,1
PTS000000113877,2,1,1,4,2,3,3,2,8,-8,1,6,E12000001,1,1,3,1,1
PTS000000113952,1,1,-8,4,3,2,-8,1,-8,-8,-8,-8,E12000001,2,1,1,1,1
PTS000000114047,2,1,1,4,2,2,3,2,5,-8,2,3,E12000001,1,1,5,2,1
PTS000000377939,1,2,7,4,1,2,-8,2,8,-8,2,3,E12000002,2,1,6,1,1
PTS000000377435,4,1,8,4,4,4,-8,2,5,-8,5,4,E12000002,1,1,5,1,1
PTS000000148359,2,1,-8,4,1,4,-8,1,-8,-8,-8,-8,E12000002,1,1,1,2,1
PTS000000150078,-8,1,5,4,2,2,-8,2,6,-8,2,8,E12000002,2,1,7,2,1
PTS000000152051,2,1,2,4,1,2,2,2,8,-8,2,2,E12000002,2,1,5,1,1
PTS000000149888,3,1,2,4,1,3,3,2,6,-8,1,8,E12000002,1,1,3,2,1
PTS000000149496,-8,1,5,4,3,5,-8,2,7,-8,4,9,E12000002,1,1,7,1,1
PTS000000150122,2,1,1,4,2,4,2,2,5,-8,1,7,E12000002,2,1,4,1,1
PTS000000379308,1,1,5,4,1,2,-8,2,8,-8,2,2,E12000002,2,1,6,1,1
PTS000000150084,1,1,1,4,1,2,3,2,7,-8,2,1,E12000002,1,1,4,1,1
PTS000000378647,4,1,1,4,1,2,3,2,5,-8,2,9,E12000002,2,1,6,2,1
PTS000000150381,-8,1,5,4,3,2,-8,2,9,-8,2,4,E12000002,2,1,7,1,1
PTS000000151279,4,1,1,4,2,4,3,2,8,-8,1,9,E12000002,1,1,4,2,1
PTS000000151762,2,1,1,4,1,2,1,2,8,-8,2,9,E12000002,1,1,5,1,1
PTS000000150452,2,1,-8,4,1,2,-8,-8,-8,-8,-8,-8,E12000002,2,1,1,2,1
PTS000000380088,-8,1,5,4,2,2,-8,2,2,-8,2,5,E12000002,2,1,7,2,1
PTS000000380226,-8,1,1,4,3,2,3,2,5,-8,2,1,E12000002,2,1,7,2,1
PTS000000380415,3,1,2,4,2,2,1,2,9,-8,2,6,E12000002,1,1,5,1,1
PTS000000327047,1,1,5,4,1,2,-8,2,5,-8,2,1,E12000002,2,1,6,1,1
PTS000000327099,4,1,3,4,2,4,-8,2,7,-8,4,6,E12000002,2,1,6,1,1
PTS000000327161,2,1,1,4,1,2,3,2,5,-8,1,9,E12000002,2,1,2,1,1
PTS000000327061,2,1,1,4,1,3,3,2,5,-8,4,5,E12000002,2,1,6,1,1
PTS000000539335,2,1,6,4,4,2,-8,1,-8,-8,1,-8,E12000002,9,1,2,2,1
PTS000000538452,-8,1,1,4,3,2,3,2,7,-8,2,9,E12000002,2,1,7,2,1
PTS000000538493,4,1,1,4,2,2,3,2,8,-8,1,6,E12000002,1,1,2,1,1
PTS000000539658,-8,1,5,4,4,4,-8,2,-8,-8,5,-8,E12000002,2,1,7,1,1
PTS000000291913,4,2,9,1,2,2,-8,2,-8,-8,2,-8,E12000002,6,1,4,1,1
PTS000000292454,1,1,-8,4,2,2,-8,-8,-8,-8,-8,-8,E12000002,1,1,1,1,1
PTS000000292312,2,2,-8,4,1,3,-8,1,-8,-8,-8,-8,E12000002,1,1,1,1,1
PTS000000292132,4,1,1,4,1,2,3,2,2,-8,2,9,E12000002,9,1,6,2,1
PTS000000554262,-8,1,5,4,2,2,-8,2,4,-8,2,4,E12000002,9,1,7,1,1
PTS000000122047,4,1,1,4,3,1,2,2,7,-8,4,9,E12000002,2,1,4,1,1
PTS000000122001,3,1,1,4,2,4,3,2,5,-8,4,9,E12000002,2,1,5,2,1
PTS000000047112,3,1,1,4,1,2,2,2,8,-8,2,2,E12000002,1,1,3,1,1
PTS000000047034,4,1,5,4,2,2,-8,2,6,-8,2,9,E12000002,9,1,7,2,1
PTS000000046103,1,1,1,4,1,2,3,2,3,-8,2,5,E12000002,2,1,4,2,1
PTS000000046401,-8,1,1,4,2,4,3,2,7,-8,1,4,E12000002,9,1,6,2,1
PTS000000462279,2,2,4,2,1,1,-8,1,6,-8,1,9,E12000002,2,1,2,2,1
PTS000000462734,4,1,7,4,2,4,-8,2,-8,-8,2,-8,E12000002,2,1,4,1,1
PTS000000461859,3,1,1,4,1,3,2,2,5,-8,1,9,E12000002,2,1,5,1,1
PTS000000462851,2,1,1,4,1,2,3,2,8,-8,2,2,E12000002,2,1,3,1,1
PTS000000034985,-8,1,5,4,3,1,-8,2,-8,-8,5,-8,E12000002,1,1,7,1,1
PTS000000182897,-8,1,5,4,2,2,-8,2,4,-8,2,5,E12000002,2,1,7,2,1
PTS000000182816,4,1,1,4,1,3,4,2,6,-8,1,5,E12000002,1,1,3,2,1
PTS000000172061,2,1,1,1,3,3,3,2,5,-8,1,1,E12000002,6,1,4,2,1
PTS000000206809,2,1,1,4,2,3,3,2,8,-8,1,6,E12000002,1,1,3,1,1
PTS000000207460,-8,1,5,4,3,1,-8,2,8,-8,5,2,E12000002,2,1,7,1,1
PTS000000207237,3,1,2,4,2,2,1,2,7,-8,2,5,E12000002,3,1,6,2,1
PTS000000207632,1,1,2,4,1,2,3,2,7,-8,2,1,E12000002,1,1,4,2,1
PTS000000227330,-8,1,5,4,2,2,-8,2,5,-8,2,5,E12000002,2,1,7,2,1
PTS000000599292,4,1,7,4,2,4,-8,2,-8,-8,1,-8,E12000002,9,1,2,1,1
PTS000000598562,2,2,1,1,2,2,1,2,5,-8,2,7,E12000002,6,1,3,2,1
PTS000000598783,2,1,1,4,2,2,3,2,2,-8,2,1,E12000002,2,1,3,1,1
PTS000000012079,-8,1,5,4,3,2,-8,2,8,-8,2,6,E12000002,1,1,7,1,1
PTS000000011646,4,1,7,4,3,3,-8,2,5,-8,1,7,E12000002,2,1,5,1,1
PTS000000011711,3,1,-8,4,1,2,-8,1,-8,-8,-8,-8,E12000002,1,1,1,1,1
PTS000000080798,4,1,1,4,1,4,1,2,8,-8,1,9,E12000002,2,1,5,1,1
PTS000000078701,-8,1,5,4,2,3,-8,2,5,-8,4,9,E12000002,2,1,7,1,1
PTS000000079551,4,2,3,1,1,2,-8,2,5,-8,2,8,E12000002,6,1,3,2,1
PTS000000080558,3,1,2,4,2,2,3,2,4,-8,2,5,E12000002,1,1,4,2,1
PTS000000080632,4,1,-8,4,3,4,-8,1,-8,-8,-8,-8,E12000002,2,1,1,2,1
PTS000000078647,2,1,4,4,1,2,1,1,8,-8,1,9,E12000002,2,1,2,1,1
PTS000000080867,2,1,1,4,1,3,3,2,8,-8,1,2,E12000002,1,1,2,1,1
PTS000000080912,3,1,2,4,2,1,3,2,5,-8,4,1,E12000002,1,1,6,2,1
PTS000000078709,2,1,-8,4,1,2,-8,-8,-8,-8,-8,-8,E12000002,1,1,1,1,1
PTS000000144833,4,1,-8,1,2,2,-8,1,-8,-8,-8,-8,E12000002,6,1,1,2,1
PTS000000144816,-8,1,5,4,4,2,-8,2,4,-8,2,1,E12000002,9,1,7,2,1
PTS000000144113,1,2,1,1,2,2,1,2,2,-8,2,1,E12000002,6,1,2,1,1
PTS000000145111,-8,1,5,4,2,1,-8,2,7,-8,1,4,E12000002,5,1,7,2,1
PTS000000145056,4,1,3,4,2,4,-8,2,5,-8,4,9,E12000002,2,1,5,1,1
PTS000000422615,3,1,1,4,2,2,4,2,6,-8,2,8,E12000002,1,1,5,2,1
PTS000000422999,-8,1,5,4,2,2,-8,2,4,-8,2,5,E12000002,2,1,7,2,1
PTS000000422609,-8,1,2,4,2,2,4,2,4,-8,2,8,E12000002,2,1,7,2,1
PTS000000423042,-8,1,5,4,1,2,-8,2,7,-8,2,2,E12000002,1,1,7,1,1
PTS000000421388,2,1,-8,4,1,3,-8,-8,-8,-8,-8,-8,E12000002,2,1,1,2,1
PTS000000396129,1,1,-8,4,1,3,-8,1,-8,-8,-8,-8,E12000002,1,1,1,2,1
PTS000000396567,2,1,1,4,2,3,2,2,8,-8,1,6,E12000002,1,1,3,1,1
PTS000000398045,4,1,1,4,1,2,3,2,7,-8,2,7,E12000002,2,1,3,1,1
PTS000000395801,2,1,1,3,2,2,3,2,7,-8,2,2,E12000002,1,1,3,1,1
